Food Group,Food_Protein,Protein (g),Food Group,Food_Fat,Total Fat (g),Food Group,Food_Fiber,Total Dietary Fiber(g),Food Group,Food_CHO,CHO (g),Food Group,Food_Energy,Energy (kcals),Food Group,Food_Thiamine,Thaimine (mg),Food Group,Food_Riboflavin,Riboflavin (mg),Food Group,Food_Niacin,Niacin (mg),Food Group,Food_Pantothenic ,Pantothenic acid (mg),Food Group,Food_B6,Total B6 (mg),Food Group,Food_Biotin,Biotin (B7) (mcg),Food Group,Food_folates,Total folates (mcg),Food Group,Food_ascorbic,Total ascorbic acid (mg),Food Group,Food_Ergocalciferol,Ergocalciferol D2 (mcg),Food Group,Food_Vit_E,Vit E (mg),Food Group,Food_Vit_K1,Vit K1 (mcg),Food Group,Food Name,beta- carotene (mcg),Food Group,Food Name,Calcium (mg),Food Group,Food Name,Chromium (mg),Food Group,Food Name,Iron (mg),Food Group,Food Name,Magnesium (mg),Food Group,Food Name,Manganese (mg),Food Group,Food Name,Molebdeum (mg),Food Group,Food Name,Phosphorus (mg),Food Group,Food Name,Potassium (mg),Food Group,Food Name,Selenium (mcg),Food Group,Food Name,Sodium (mg),Food Group,Food Name,Zinc (mg),Food Group,Food Name,Linoleic (mg),Food Group,Food Name,alpha- linolenic (mg),Food Group,Food Name,Arachidonic (mg),Food Group,Food Name,Histidine (g),Food Group,Food Name,Isoleucine (g),Food Group,Food_Luecine,Luecine (g),Food Group,Food_Lysine,Lysine (g),Food Group,Food_Methionine,Methionine (g),Food Group,Food_Cystine,Cystine (g),Food Group,Food_Phenylalanine,Phenylalanine (g),Food Group,Food_Threonine,Threonine (g),Food Group,Food_Tryptophan,Tryptophan (g),Food Group,Food_Valine,Valine (g)
CSF,"Ginger, fresh",2.22,F,"Cherries, red ",0.46,GLV,Mustard leaves,3.92,CSF,"Ginger, fresh",8.97,F,"Mango, ripe, kesar ",55.210386,NOS,"Arecanut, dried, brown ",0.04,CM,Rice flakes,0.04,GLV,Brussels sprouts,0.5,F,"Currants, black ",0.28,OV,Cauliflower,0.13,F,Karonda fruit ,1.55,NOS,"Arecanut, fresh (Areca catechu)",26.51,F,"Raisins, dried, black",2.05,OV,Drumstick,1.67,OV,"Field beans, tender, broad",0.11,CSF,"Onion, small",5.3,S,"Sugarcane, juice ",7.87,OV,"Colocasia, stem, black",29.46,CM,"Wheat flour, atta",0.006,OV,Broad beans,0.94,RT,Beet root,33.21,OV,"Jack fruit, raw",0.36,F,"Dates, dry, dark brown ",0.004,GLV,Garden cress,45.55,RT,"Radish, round, red skin",308,F,Karonda fruit ,1.57,CM,Ragi,4.75,OV,Bottlegourd,0.36,CSF,"Onion, big",100,OV,"Capsicum, green",37.08,OV,"Capsicum, red",0,F,"Dates, dry, dark brown ",2.06,GLV,"Cabbage, violet",3.56,NOS,"Gingelly seeds, brown ",6.18,CSF,"Onion, big",3.52,OV,Cauliflower,1.01,CSF,"Ginger, fresh",0.82,F,"Apple, small, Kashmir ",4.16,GL,Ricebean,3.52,CSD,Cloves,0.9,GL,"Black gram, dal",4.61
RT,"Yam, ordinary",2.18,GLV,Basella leaves,0.45,F,"Raisins, dried, black",3.92,F,"Mango, ripe, paheri",8.67,CSF,"Ginger, fresh",54.97138,F,"Apricot, dried ",0.04,CM,Rice puffed,0.04,F,"Raisins, dried, black",0.48,OV,Ridge gourd,0.28,RT,Water Chestnut,0.13,CSD,Fenugreek seeds,1.54,RT,Lotus root,26.49,MMP,"Milk, Whole, Cow",2.01,GLV,Beet greens,1.65,F,"Apricot, dried ",0.11,GL,"Lentil whole, yellowish",5.25,GL,"Cowpea, brown",7.08,CM,"Wheat, semolina",29.38,CM,"Wheat, semolina",0.006,MMP,Paneer,0.9,GLV,Brussels sprouts,32.99,F,"Jack fruit, ripe",0.35,GLV,Lettuce,0.004,OV,Cluster beans,45.28,RT,Beet root,306,F,"Currants, black ",1.51,OV,Ridge gourd,4.71,RT,Lotus root,0.35,OV,Cauliflower,99,NOS,Sunflower seeds,35.6,OV,Bottlegourd,0,CSF,Mango ginger,2.05,GLV,"Cabbage, green",3.56,RT,"Radish, elongate, white skin",6.14,GLV,Brussels sprouts,3.5,RT,"Potato, brown skin, big",1,GL,"Peas, dry",0.82,F,Custard apple ,4.16,RT,"Potato, brown skin, big",3.5,NOS,Ground nut ,0.9,RT,"Carrot, orange",4.58
OV,Cauliflower,2.15,GLV,Bathua leaves,0.44,GLV,Parsley,3.87,OV,"Plantain, stem",8.64,F,"Pomegranate, maroon seeds",54.732374,RT,"Yam, elephant",0.04,RT,"Sweet potato, brown skin",0.04,OV,Celery stalk,0.48,CM,Jowar,0.27,OV,"Plantain, flower",0.13,F,"Banana, ripe, montham",1.54,CM,"Wheat, bulgur",26.3,F,"Raisins, dried, golden ",1.85,RT,"Sweet potato, pink skin",1.64,F,"Guava, pink flesh ",0.11,F,"Apricot, dried ",5.17,F,"Musk melon, yellow flesh ",6.87,RT,"Sweet potato, pink skin",28.93,OV,Ash gourd,0.006,CSF,"Garlic, small clove",0.88,OV,"Plantain, stem",32.82,CSF,"Garlic, big clove",0.34,OV,Bitter gourd,0.004,OV,Bitter gourd,44.9,F,"Banana, ripe, robusta ",306,MMP,"Milk,Whole,Buffollo",1.45,F,Sapota ,4.61,CSF,"Onion, big",0.35,RT,Water Chestnut,97.81,MMP,"Milk,Whole,Buffollo",34.76,OV,"Capsicum, green",0,MMP,Paneer,2.04,RT,"Carrot, orange",3.56,CM,"Wheat flour, atta",6.13,F,"Apple, small, Kashmir ",3.48,GLV,"Pumpkin leaves, tender",0.99,F,Mangosteen ,0.81,CSF,"Onion, small",4.13,GL,"Lentil whole, yellowish",3.49,GL,"Field bean, white",0.89,GL,"Bengal gram, whole",4.58
GLV,Spinach,2.14,OV,Cauliflower,0.44,NOS,Cashew nut ,3.86,MMP,"Milk,Whole,Buffollo",8.39,F,Black berry (Rubus fruticosus),54.254362,RT,"Yam, ordinary",0.04,RT,"Sweet potato, pink skin",0.04,F,"Banana, ripe, montham",0.48,CSD,Fenugreek seeds,0.27,GLV,Beet greens,0.13,F,"Cherries, red ",1.52,CSD,Asafoetida,26.28,RT,Colocasia,1.83,MMP,"Milk,Whole,Buffollo",1.63,CM,"Maize, tender, sweet",0.1,GL,"Rajmah, black",5.05,RT,Colocasia,6.5,CM,Barley,28.64,OV,"Cucumber, green, elongate",0.006,F,Karonda fruit ,0.87,OV,Bitter gourd,32.14,CM,Varagu,0.33,OV,Bottlegourd,0.004,OV,Celery stalk,44.84,GLV,Radish leaves,304,F,"Mango, ripe, paheri",1.44,RT,Colocasia,4.54,RT,"Carrot, red",0.34,RT,"Potato, brown skin, big",97.45,OV,"Plantain, green",33.77,NOS,Sunflower seeds,0,F,"Guava, white flesh ",2.04,CM,"Maize, tender, local",3.55,F,Sapota ,6.1,OV,"Capsicum, green",3.47,F,Custard apple ,0.99,CSD,Cloves,0.81,CSD,Fenugreek seeds,4.1,F,Avocado fruit ,3.48,NOS,Almond ,0.89,RT,Lotus root,4.57
OV,Ladies finger,2.08,GLV,Cauliflower leaves,0.42,NOS,Pine seed,3.79,F,Pear ,8.09,F,"Currants, black ",54.254362,F,Fig ,0.04,OV,Bottlegourd,0.04,F,Strawberry ,0.48,CSD,"Cardamom, green",0.27,GLV,"Cabbage, green",0.13,RT,"Carrot, orange",1.5,OV,"Mango, green, raw",25.86,CSF,Mango ginger,1.62,NOS,Almond ,1.61,F,"Tamarind, pulp",0.1,GL,"Rajmah, red",4.9,CSD,Asafoetida,6.42,F,"Apricot, dried ",28.57,RT,"Yam, ordinary",0.006,OV,Ladies finger,0.84,F,"Jack fruit, ripe",31.84,S,"Sugarcane, juice ",0.33,OV,Knol - Khol,0.004,CSF,"Ginger, fresh",44.36,OV,Brinjal-1,302,GLV,Bathua leaves,1.4,CM,"Maize, dry",4.44,OV,"Capsicum, red",0.34,F,"Musk melon, orange flesh",97.34,OV,Ladies finger,32.38,OV,"Plantain, green",0,RT,Colocasia,2.03,RT,"Radish, round, red skin",3.55,CSF,Coriander leaves,6.08,F,"Mango, ripe, paheri",3.44,GLV,Cauliflower leaves,0.99,F,Pummelo,0.81,F,"Grapes, seedless, round, green ",4.1,GL,"Soya bean, brown",3.47,OV,"Bean scarlet, tender",0.88,GLV,"Gogu leaves, green",4.55
OV,"Onion, stalk",2.07,M,"Button mushroom, fresh ",0.42,CM,"Rice, parboiled, milled",3.74,NOS,"Coconut, kernel, dry ",8.01,F,Litchi ,53.77635,CSF,"Ginger, fresh",0.04,OV,Bitter gourd,0.04,GLV,Radish leaves,0.47,GLV,"Knol-Khol, leaves",0.27,OV,"Bamboo shoot, tender",0.13,CSF,Mango ginger,1.49,CM,"Maize, dry",25.81,OV,Brinjal-1,1.58,F,Bael fruit ,1.6,NOS,"Gingelly seeds, black",0.09,F,Pummelo,4.88,OV,Broad beans,6.38,F,Avocado fruit ,28.48,F,"Papaya, ripe ",0.006,F,"Orange, pulp ",0.81,OV,Bottlegourd,31.58,CM,"Maize, tender, sweet",0.32,OV,"Colocasia, stem, black",0.003,GLV,Lettuce,44.1,OV,Cluster beans,301,GLV,"Pumpkin leaves, tender",1.38,RT,"Potato, brown skin, big",4.11,MMP,"Milk, Whole, Cow",0.33,RT,"Sweet potato, brown skin",96.29,OV,Celery stalk,32.33,OV,Ladies finger,0,RT,Tapioca,2.01,F,Sapota ,3.52,CSD,"Cardamom, black",6.02,RT,Lotus root,3.43,OV,Ridge gourd,0.98,CSF,Mango ginger,0.8,F,"Cherries, red ",4.1,OV,"Pumpkin, green, cylindrical",3.47,OV,Broad beans,0.88,OV,"Bean scarlet, tender",4.54
F,Fig ,2.03,F,Pummelo,0.42,OV,Bitter gourd,3.72,F,"Orange, pulp ",7.92,F,"Grapes, seedless, round, green ",53.537344,CSF,"Onion, big",0.04,NOS,"Coconut, kernel, dry ",0.04,F,"Banana, ripe, robusta ",0.47,GLV,"Colocasia leaves, green",0.27,CSD,Turmeric powder,0.13,CM,Varagu,1.49,CM,"Wheat, semolina",25.68,OV,"French beans, hybrid",1.38,NOS,Sunflower seeds,1.54,CM,"Maize, tender, local",0.09,OV,Bottlegourd,4.85,GL,Lentil dal,6.34,OV,"Peas, fresh",28.24,OV,Ladies finger,0.005,RT,Tapioca,0.81,F,Black berry (Rubus fruticosus),30.9,CSF,"Garlic, small clove",0.32,GLV,Bathua leaves,0.003,RT,"Potato, brown skin, big",43.42,OV,Celery stalk,298,F,"Musk melon, yellow flesh ",1.35,CM,Bajra,4.11,RT,"Yam, ordinary",0.33,OV,"Tomato, green",95.45,F,"Grapes, seedless, round, green ",32.12,OV,Celery stalk,0,F,"Lemon, juice",1.99,GLV,"Colocasia leaves, green",3.51,F,"Guava, pink flesh ",6.01,CM,"Rice, parboiled, milled",3.42,NOS,"Arecanut, dried, brown ",0.98,OV,"Tomato, green",0.8,CSD,Cloves,4.1,RT,Colocasia,3.4,CSD,Nutmeg,0.88,CM,Jowar,4.51
OV,"Jack fruit, raw",1.98,OV,"Capsicum, yellow",0.41,OV,Cauliflower,3.71,F,Peach,7.82,F,Mangosteen ,52.342314,RT,"Carrot, red",0.04,CM,"Amaranth seed, black",0.04,GLV,Basella leaves,0.46,OV,"French beans, hybrid",0.27,OV,"Mango, green, raw",0.13,F,Phalsa ,1.49,RT,Tapioca,25.64,GL,Ricebean,1.11,F,Pear ,1.48,OV,"French beans, hybrid",0.09,F,"Mango, ripe, paheri",4.8,NOS,"Gingelly seeds, brown ",5.41,F,Custard apple ,28.2,F,"Jack fruit, ripe",0.005,F,Avocado fruit ,0.81,RT,"Yam, ordinary",30.4,F,"Apricot, dried ",0.31,GLV,Agathi leaves,0.003,OV,"Capsicum, yellow",43.33,CM,"Maize, tender, sweet",297,GLV,Fenugreek leaves,1.29,CSF,"Onion, small",4.06,OV,Brinjal-1,0.32,F,"Raisins, dried, golden ",93.96,NOS,Almond ,32.04,F,"Grapes, seedless, round, green ",0,RT,"Sweet potato, brown skin",1.99,F,"Water melon, pale green ",3.49,OV,Cauliflower,6.01,CM,Barley,3.42,RT,Water Chestnut,0.98,F,"Musk melon, yellow flesh ",0.8,CSD,Coriander seeds,4.09,OV,Broad beans,3.4,F,Star fruit ,0.87,F,Strawberry ,4.51
RT,Beet root,1.95,F,Plum,0.4,CM,"Maize, tender, local",3.67,F,Wood Apple ,7.52,F,Pummelo,50.19126,RT,"Carrot, orange",0.04,CM,"Amaranth seed, pale brown",0.04,OV,"Tomato, green",0.46,OV,"Kovai, big",0.27,F,Pineapple ,0.13,F,Sapota ,1.48,NOS,"Coconut, kernel, fresh ",25.41,MF,Toddy,0.92,F,Fig ,1.47,F,"Guava, white flesh ",0.09,RT,"Yam, elephant",4.8,OV,"Cucumber, green, elongate",5.33,CM,Jowar,27.6,OV,"Plantain, flower",0.005,F,Litchi ,0.79,F,"Banana, ripe, montham",30.22,OV,Ladies finger,0.3,F,Phalsa ,0.003,RT,"Yam, elephant",43.06,CM,"Maize, dry",291,OV,"Papaya, raw",1.29,OV,Cluster beans,4.05,OV,Cauliflower,0.31,OV,Parwar,91.87,RT,"Radish, elongate, white skin",32,NOS,Almond ,0,CM,"Amaranth seed, pale brown",1.98,GLV,Lettuce,3.49,CSD,Fenugreek seeds,6,CSD,Nutmeg,3.42,F,Peach,0.98,GLV,Basella leaves,0.79,OV,"Onion, stalk",4.09,F,"Raisins, dried, golden ",3.39,F,Custard apple ,0.86,NOS,"Niger seeds, gray ",4.5
RT,Lotus root,1.94,S,"Sugarcane, juice ",0.4,GLV,Beet greens,3.64,GLV,"Betel leaves, big (kolkata)",7.37,GLV,Garden cress,49.713248,OV,Drumstick,0.04,F,"Apricot, dried ",0.04,F,"Palm fruit, tender ",0.46,CSD,"Cardamom, black",0.27,RT,"Sweet potato, brown skin",0.12,F,"Apricot, dried ",1.47,NOS,Cashew nut ,25.2,NOS,Walnut,0.88,F,Karonda fruit ,1.43,RT,Water Chestnut,0.09,F,"Mango, ripe, kesar ",4.75,OV,"Colocasia, stem, black",4.97,RT,"Sweet potato, brown skin",27.5,RT,Tapioca,0.005,OV,"Colocasia, stem, black",0.77,CSF,"Chillies, green - all varieties",29.51,F,"Banana, ripe, poovam ",0.3,RT,"Sweet potato, brown skin",0.003,RT,"Carrot, orange",43.06,RT,"Radish, elongate, white skin",288,CM,"Rice, parboiled, milled",1.19,NOS,Linseeds,3.97,GLV,Cauliflower leaves,0.31,F,Bael fruit ,87.01,RT,"Potato, brown skin, big",31.84,RT,"Radish, elongate, white skin",0,GLV,Radish leaves,1.96,F,"Jack fruit, ripe",3.49,RT,"Yam, elephant",6,OV,"Pumpkin, green, cylindrical",3.4,GL,"Rajmah, brown",0.97,F,"Musk melon, orange flesh",0.79,F,Star fruit ,4.07,GL,"Red gram, whole",3.38,GL,"Peas, dry",0.86,F,Avocado fruit ,4.48
GLV,"Gogu leaves, green",1.86,F,Star fruit ,0.39,F,"Jack fruit, ripe",3.62,CSF,Mango ginger,6.98,OV,"Mango, green, raw",48.99623,OV,Ladies finger,0.04,CSF,"Ginger, fresh",0.04,GLV,"Betel leaves, big (kolkata)",0.45,RT,"Carrot, red",0.27,CM,"Rice, raw, milled",0.12,CSD,Coriander seeds,1.46,CM,"Amaranth seed, pale brown",24.65,NOS,"Coconut, kernel, fresh ",0.8,OV,"Bean scarlet, tender",1.4,F,"Banana, ripe, robusta ",0.09,OV,Bitter gourd,4.55,MMP,Paneer,4.39,MF,Coconut Water,27.47,CSF,"Chillies, green - all varieties",0.005,RT,Water Chestnut,0.77,F,"Raisins, dried, golden ",28.32,OV,"Plantain, green",0.29,F,"Guava, pink flesh ",0.003,RT,"Sweet potato, brown skin",42.96,F,"Apricot, dried ",285,OV,Ash gourd,1.15,F,"Apricot, dried ",3.94,OV,Drumstick,0.31,GLV,Cauliflower leaves,84.83,F,"Raisins, dried, golden ",30.87,RT,"Potato, brown skin, big",0,GLV,"Knol-Khol, leaves",1.96,CM,"Wheat, bulgur",3.48,CSD,Poppy seeds,5.98,NOS,Ground nut ,3.39,GL,Moth bean,0.97,CSD,"Cardamom, black",0.79,OV,"Colocasia, stem, black",4.06,CM,"Rice, raw, brown",3.38,RT,Beet root,0.86,RT,"Carrot, red",4.47
S,"Jaggery, cane ",1.85,OV,Cluster beans,0.37,OV,"Plantain, green",3.6,F,"Lemon, juice",6.97,GLV,"Betel leaves, big (kolkata)",48.279212,GLV,"Cabbage, violet",0.04,F,"Raisins, dried, black",0.04,CSF,Mango ginger,0.45,GLV,Mustard leaves,0.26,OV,Drumstick,0.12,NOS,Mustard seeds ,1.45,RT,"Radish, round, red skin",24.59,NOS,Almond ,0.74,GLV,Radish leaves,1.39,F,"Banana, ripe, montham",0.09,F,"Dates, dry, dark brown ",4.53,F,Wood Apple ,3.81,CM,Bajra,27.35,CM,"Rice, raw, brown",0.005,RT,"Yam, ordinary",0.77,F,"Jambu fruit, ripe",27.97,OV,Brinjal-1,0.29,OV,"Ridge gourd, smooth skin",0.003,RT,Tapioca,42.55,CM,"Wheat, semolina",284,GLV,"Cabbage, green",1.08,F,Mangosteen ,3.79,OV,Bitter gourd,0.31,OV,Cluster beans,84.74,OV,"Tinda, tender",30.39,F,"Raisins, dried, golden ",0,OV,Drumstick,1.95,F,"Cherries, red ",3.46,OV,Drumstick,5.98,OV,Ash gourd,3.39,NOS,"Arecanut, dried, red color",0.97,F,"Raisins, dried, golden ",0.78,CM,"Amaranth seed, black",3.98,GL,"Green gram, dal",3.36,CSD,"Cardamom, black",0.86,CM,"Wheat, semolina",4.47
CSF,"Onion, small",1.82,F,Fig ,0.37,CM,Rice flakes,3.46,NOS,Sunflower seeds,6.85,CSF,"Onion, big",48.040206,OV,Cauliflower,0.04,F,"Raisins, dried, golden ",0.04,CM,"Amaranth seed, black",0.45,CSF,Mango ginger,0.26,M,"Button mushroom, fresh ",0.12,GLV,"Cabbage, violet",1.43,F,"Palm fruit, tender ",24.4,MF,Coconut Water,0.64,OV,Celery stalk,1.39,RT,Beet root,0.09,F,Bael fruit ,4.5,F,"Raisins, dried, black",3.71,CM,"Wheat, bulgur",27.09,CM,"Rice, parboiled, milled",0.005,RT,Beet root,0.76,CSF,"Garlic, big clove",27.08,RT,"Yam, elephant",0.28,F,"Grapes, seedless, round, black",0.003,GLV,"Gogu leaves, green",41.99,F,"Currants, black ",283,GLV,"Cabbage, violet",1.08,CM,Rice puffed,3.69,F,Wood Apple ,0.31,F,Pear ,84.54,F,Pineapple ,30,OV,"Tinda, tender",0,F,"Mango, ripe, paheri",1.94,F,Avocado fruit ,3.45,NOS,"Gingelly seeds, black",5.91,OV,"Corn, Baby",3.36,CSD,Omum,0.97,CSD,Turmeric powder,0.77,OV,"Jack fruit, raw",3.96,GL,"Lentil whole, brown",3.35,F,Fig ,0.85,OV,Ladies finger,4.46
F,Phalsa ,1.66,RT,Water Chestnut,0.37,F,Pineapple ,3.46,RT,"Carrot, red",6.71,F,"Guava, pink flesh ",46.60617,OV,"Tomato, ripe, hybrid",0.04,F,Bael fruit ,0.04,RT,Tapioca,0.45,F,Star fruit ,0.26,OV,Cluster beans,0.12,F,Peach,1.43,NOS,"Coconut, kernel, dry ",24.27,F,"Apricot, dried ",0.42,RT,"Carrot, red",1.39,CM,"Rice, parboiled, milled",0.09,CSF,"Onion, big",4.5,GL,Moth bean,3.57,OV,"Mango, green, raw",27,CM,"Rice, raw, milled",0.005,OV,Drumstick,0.73,GLV,"Cabbage, violet",26.87,CSF,"Chillies, green - all varieties",0.28,OV,Ridge gourd,0.003,F,Custard apple ,40.81,F,"Guava, white flesh ",283,GLV,Cauliflower leaves,1.05,OV,"Peas, fresh",3.66,RT,Beet root,0.3,F,"Guava, pink flesh ",84.36,S,"Sugarcane, juice ",28.34,F,Pineapple ,0,F,"Pomegranate, maroon seeds",1.94,CM,"Maize, tender, sweet",3.45,F,"Cherries, red ",5.88,RT,"Carrot, orange",3.36,F,"Raisins, dried, black",0.97,CSD,Pippali,0.77,CM,"Maize, tender, local",3.95,GL,"Horse gram, whole",3.32,F,"Apple, small, Kashmir ",0.85,NOS,Almond ,4.45
F,Custard apple ,1.62,F,Peach,0.37,GLV,Cauliflower leaves,3.43,RT,"Radish, elongate, white skin",6.56,F,"Mango, ripe, paheri",44.933128,OV,"Kovai, big",0.04,S,"Sugarcane, juice ",0.04,F,Plum,0.44,OV,"Plantain, green",0.26,F,Sapota ,0.12,F,Goosberry ,1.42,RT,"Carrot, orange",24.04,F,"Palm fruit, tender ",0.25,RT,"Carrot, orange",1.36,GLV,Cauliflower leaves,0.08,CM,Samai,4.47,MMP,Khoa,3.52,RT,Tapioca,25.89,F,Wood Apple ,0.004,OV,"Bean scarlet, tender",0.73,OV,Brinjal-1,26.75,RT,"Sweet potato, brown skin",0.28,CSF,"Onion, small",0.003,OV,Knol - Khol,40.77,OV,Bottlegourd,282,CSF,"Onion, small",1.02,CM,"Rice, raw, brown",3.64,MMP,"Milk,Whole,Buffollo",0.3,GLV,Mustard leaves,83.12,OV,"Ridge gourd, smooth skin",28.19,S,"Sugarcane, juice ",0,GL,Lentil dal,1.93,CM,Bajra,3.45,F,Bael fruit ,5.86,F,"Water melon, dark green (sugar baby)",3.36,F,"Lime, sweet,pulp ",0.97,RT,"Carrot, red",0.77,F,Sapota ,3.95,GL,Lentil dal,3.31,F,"Dates, dry, pale brown ",0.85,CSD,Fenugreek seeds,4.43
OV,Bitter gourd,1.61,GLV,"Knol-Khol, leaves",0.35,OV,Ash gourd,3.37,NOS,"Coconut, kernel, fresh ",6.3,GLV,Brussels sprouts,44.21611,OV,Knol - Khol,0.04,F,"Mango, ripe, kesar ",0.04,OV,"Pumpkin, green, cylindrical",0.44,F,Fig ,0.26,CSF,"Onion, small",0.12,GLV,"Cabbage, green",1.41,RT,"Carrot, red",23.67,GL,Moth bean,0,OV,Ash gourd,1.35,F,"Grapes, seedless, round, green ",0.08,F,Peach,4.4,CSD,Poppy seeds,3.51,F,"Lime, sweet,pulp ",25.79,GLV,"Colocasia leaves, green",0.004,CM,"Rice, parboiled, milled",0.72,CM,"Rice, parboiled, milled",26.72,OV,"French beans, hybrid",0.27,CSF,"Ginger, fresh",0.002,OV,Bottlegourd,40.21,F,Peach,281,CM,"Rice, raw, milled",1.01,OV,"Jack fruit, raw",3.53,RT,"Potato, brown skin, big",0.28,GLV,Fenugreek leaves,82.83,F,Goosberry ,27.83,OV,"Ridge gourd, smooth skin",0,OV,"Cucumber, green, elongate",1.92,CM,Jowar,3.45,RT,Water Chestnut,5.85,NOS,Pistachio nuts,3.32,OV,"Pumpkin, green, cylindrical",0.96,F,"Water melon, dark green (sugar baby)",0.77,F,"Mango, ripe, paheri",3.94,NOS,Sunflower seeds,3.31,F,Karonda fruit ,0.85,GLV,Drumstick leaves,4.38
OV,Knol - Khol,1.58,F,"Raisins, dried, golden ",0.35,F,"Apricot, dried ",3.32,RT,Beet root,6.18,GLV,"Pumpkin leaves, tender",44.21611,NOS,"Arecanut, fresh (Areca catechu)",0.038,F,"Mango, ripe, paheri",0.04,GLV,Beet greens,0.43,RT,Beet root,0.26,CM,"Wheat, semolina",0.11,OV,"Mango, green, raw",1.41,F,Black berry (Rubus fruticosus),22.95,GL,"Rajmah, black",0,F,Phalsa ,1.34,GLV,Radish leaves,0.08,F,Sapota ,4.3,GL,"Soya bean, brown",3.5,F,"Jambu fruit, ripe",25.36,MMP,"Milk,Whole,Buffollo",0.004,RT,"Carrot, red",0.71,MMP,Paneer,26.62,OV,Bitter gourd,0.25,RT,Lotus root,0.002,OV,Brinjal-1,39.95,F,Sapota ,280,MMP,"Milk, Whole, Cow",0.95,CM,Varagu,3.35,CSF,"Chillies, green - all varieties",0.27,F,"Grapes, seedless, round, green ",80.7,F,Litchi ,26.91,F,Goosberry ,0,GLV,Mustard leaves,1.91,CM,"Wheat, semolina",3.43,CSD,Cloves,5.82,F,"Jack fruit, ripe",3.32,F,"Guava, white flesh ",0.96,MMP,Khoa,0.75,OV,"Papaya, raw",3.91,CM,Barley,3.3,F,"Tamarind, pulp",0.85,GL,"Red gram, dal",4.38
GLV,Basella leaves,1.57,F,"Dates, dry, pale brown ",0.35,RT,Beet root,3.31,GLV,"Knol-Khol, leaves",6.16,GLV,"Colocasia leaves, green",43.499092,NOS,"Coconut, kernel, fresh ",0.03,F,"Guava, white flesh ",0.04,MMP,Khoa,0.43,MF,Coconut Water,0.26,NOS,Pine seed,0.11,F,Pear ,1.41,CSF,Mango ginger,22.62,GL,"Rajmah, brown",0,OV,Cauliflower,1.32,OV,Brinjal-1,0.08,NOS,"Arecanut, dried, red color",3.9,CM,"Wheat, whole",3.03,OV,Cauliflower,25.16,MMP,"Milk, Whole, Cow",0.004,CM,"Maize, tender, local",0.71,OV,"Jack fruit, raw",26.6,F,Karonda fruit ,0.24,RT,Beet root,0.002,CSF,"Onion, small",39.65,GLV,Lettuce,279,F,"Musk melon, orange flesh",0.88,F,"Dates, dry, pale brown ",3.27,RT,"Yam, elephant",0.26,GLV,Basella leaves,80.67,OV,"Pumpkin, green, cylindrical",26.57,F,Litchi ,0,CSD,"Cardamom, green",1.91,GL,"Red gram, dal",3.42,F,Fig ,5.8,OV,Celery stalk,3.32,OV,Knol - Khol,0.96,F,"Banana, ripe, poovam ",0.75,NOS,"Garden cress, seeds ",3.89,F,Goosberry ,3.3,F,Wood Apple ,0.85,NOS,Safflower seeds ,4.35
GLV,Lettuce,1.54,F,"Dates, dry, dark brown ",0.35,CM,"Maize, tender, sweet",3.3,RT,"Radish, round, red skin",6.07,F,Pineapple ,43.02108,NOS,"Arecanut, dried, red color",0.03,OV,Celery stalk,0.04,RT,Lotus root,0.43,OV,Parwar,0.25,RT,"Carrot, orange",0.11,OV,"Pumpkin, green, cylindrical",1.41,F,Phalsa ,22.56,GL,"Rajmah, red",0,GL,Lentil dal,1.31,OV,"Plantain, green",0.08,NOS,"Arecanut, dried, brown ",3.78,OV,"Plantain, green",3.01,OV,"Pumpkin, green, cylindrical",24.1,GL,"Cowpea, white",0.004,OV,"Capsicum, yellow",0.69,RT,Lotus root,26.58,OV,"Capsicum, red",0.24,F,"Banana, ripe, poovam ",0.002,OV,"Bamboo shoot, tender",39.63,F,"Jack fruit, ripe",279,OV,"Plantain, green",0.82,CM,"Rice, parboiled, milled",3.16,OV,"Ridge gourd, smooth skin",0.26,F,Custard apple ,78.56,OV,Ridge gourd,26.42,OV,"Pumpkin, green, cylindrical",0,OV,"Kovai, big",1.91,GL,"Black gram, whole",3.42,OV,"Ridge gourd, smooth skin",5.79,F,"Apricot, dried ",3.28,GLV,Lettuce,0.95,GLV,Drumstick leaves,0.75,OV,Cauliflower,3.88,NOS,Safflower seeds ,3.3,OV,"Peas, fresh",0.84,CSF,"Ginger, fresh",4.35
